700	1	1
701	1	1
705	2	2
706	0	0
707	1	1
708	1	1
710	1	1
711	1	1
712	1	1
713	2	2
714	1	1
716	2	2
719	1	1
720	1	1
721	1	1
724	1	1
726	2	2
739	2	1
740	2	2
742	2	1
743	1	2
744	1	1
750	1	2
751	0	0
753	0	0
755	1	1
756	2	1
758	1	2
763	1	1
767	1	1
770	1	1
771	2	1
773	1	1
775	0	1
776	1	1
778	1	1
779	1	1
781	2	2
782	0	0
786	1	1
787	1	1
788	1	1
790	1	1
794	2	2
795	1	1
798	1	0
800	1	1
801	1	1
803	1	1
805	2	2
806	0	0
807	2	2
808	2	2
809	0	0
810	1	1
814	1	1
815	1	1
817	2	1
818	2	2
819	0	0
821	1	1
823	1	1
826	1	1
828	0	0
829	2	2
832	2	1
833	1	1
834	1	1
835	1	1
837	1	1
838	1	1
840	2	2
842	2	1
843	2	1
847	1	1
849	1	1
850	1	1
853	2	2
854	0	0
856	2	2
861	1	1
863	1	1
865	0	0
871	1	1
875	1	2
877	2	2
884	1	1
885	1	1
886	1	1
890	1	2
891	0	0
894	1	2
896	1	1
897	1	0
900	0	0
901	2	1
903	1	1
905	1	1
907	1	1
911	1	1
912	2	2
914	2	2
916	2	1
918	1	1
919	1	1
921	1	1
923	2	2
924	0	0
925	1	1
926	2	2
928	1	1
929	1	1
930	2	2
934	2	2
937	2	2
938	2	1
939	1	1
941	1	1
942	1	1
946	1	1
951	1	0
952	1	1
954	1	1
955	1	1
958	2	1
964	0	0
965	2	2
966	1	2
968	1	1
969	1	2
971	1	1
972	1	2
974	1	0
976	2	2
977	2	2
981	1	1
982	1	1
983	1	1
986	2	2
990	2	0
992	1	1
993	1	1
995	1	1
997	1	1
999	2	2
1001	2	2
1003	1	1
1005	1	1
1006	1	1
1011	2	2
1012	1	1
1013	2	1
1014	1	1
1015	1	1
1017	1	1
1020	1	1
1023	1	1
1024	2	2
1025	1	0
1027	1	1
1030	1	1
1032	2	2
1034	2	1
1035	2	2
1036	0	0
1040	1	1
1041	1	2
1042	1	1
1051	1	1
1056	1	1
1058	2	2
1059	0	0
1060	1	1
1062	0	0
1063	2	1
1066	2	1
1067	1	1
1070	1	1
1071	2	2
1072	1	1
1073	2	2
1075	1	2
1077	0	1
1078	1	1
1079	1	1
1081	1	1
1085	2	2
1086	1	1
1089	1	1
1098	2	2
1100	1	1
1101	1	1
1103	1	1
1106	2	2
1107	0	0
1110	0	0
1113	1	1
1114	1	1
1116	1	1
1121	2	2
1123	2	2
1124	0	0
1126	2	2
1127	0	0
1130	0	0
1131	2	0
1132	1	1
1134	1	1
1136	0	1
1138	1	1
1139	2	2
1140	0	0
1141	2	2
1142	0	0
1143	1	1
1144	1	1
1146	1	1
1148	2	2
1150	2	2
1151	0	0
1152	1	1
1156	1	1
1158	2	0
1159	2	2
1160	2	1
1163	1	1
1164	1	1
1166	2	2
1168	2	2
1171	0	1
1172	2	1
1173	0	1
1174	2	1
1176	0	0
1181	1	1
1183	1	1
1185	2	1
1186	2	2
1187	1	1
1189	1	1
1197	0	0
1198	2	1
1199	1	1
1201	1	1
1203	0	1
1204	2	1
1208	2	2
1209	0	0
1210	1	1
1211	1	1
1216	0	0
1217	2	2
1218	0	0
1220	0	0
1223	1	1
1224	2	2
1225	0	0
1226	2	2
1229	1	1
1231	1	1
1233	2	2
1234	0	0
1235	2	2
1238	0	1
1243	0	0
1245	0	0
1247	1	1
1250	1	1
1252	0	0
1253	2	2
1254	1	1
1256	1	1
1257	1	1
1258	0	1
1260	2	2
1261	0	0
1262	2	2
1263	0	0
1264	2	2
1265	0	0
1267	0	0
1269	1	1
1272	0	0
1277	1	1
1278	2	1
1279	1	0
1281	0	0
1285	1	1
1286	1	1
1288	0	0
1289	2	2
1290	1	1
1295	1	1
1296	2	2
1298	2	1
1299	2	2
1300	0	0
1301	1	1
1304	1	1
1306	0	1
1307	1	1
1309	2	2
1310	0	0
1312	0	0
1313	1	1
1314	1	1
1315	1	1
1316	1	1
1320	2	1
1322	0	0
1323	2	1
1324	2	2
1325	1	0
1327	2	1
1330	2	2
1331	2	2
1332	0	0
1334	2	1
1337	2	2
1338	0	1
1339	2	2
1340	2	2
1343	2	0
1347	0	0
1348	2	2
1349	2	1
1351	2	2
1353	2	2
1356	1	0
1357	2	2
1360	2	2
1362	2	2
1363	0	0
1364	2	2
1366	2	2
1367	2	2
1369	2	2
1370	0	0
1374	0	1
1375	2	2
1377	0	0
1382	1	1
1383	0	0
1391	1	1
1392	1	1
1393	1	1
1394	2	2
1395	1	1
1397	0	0
1398	1	1
1401	2	1
1402	2	1
1406	0	0
1411	1	1
1413	1	1
1416	2	2
1418	1	2
1420	2	2
1422	1	1
1423	2	2
1424	0	0
1425	1	1
1426	1	1
1428	1	1
1430	2	2
1433	0	0
1436	1	1
1437	1	1
1439	2	2
1440	0	0
1441	2	2
1442	1	1
1445	1	1
1447	1	1
1449	1	1
1450	2	2
1451	0	0
1452	1	1
1454	1	1
1456	1	1
1457	2	2
1459	1	2
1460	1	1
1462	1	1
1465	1	1
1468	2	2
1471	1	1
1472	1	1
1475	1	2
1477	2	2
1478	0	0
1485	0	0
1490	2	1
1491	0	1
1492	1	1
1496	0	0
1497	2	2
1500	0	0
1502	2	2
1507	1	1
1508	1	1
1510	1	1
1512	1	1
1515	1	1
1516	1	1
1518	1	1
1520	1	2
1522	2	1
1526	1	1
1528	1	1
1529	2	2
1530	1	1
1533	1	1
1537	1	1
1539	0	0
1540	2	1
1542	1	1
1543	1	1
1544	1	1
1546	1	1
1548	0	0
1554	1	1
1555	1	1
1556	1	2
1560	1	2
1561	1	1
1562	1	1
1564	1	2
1567	2	1
1568	2	2
1569	1	2
1571	1	1
1572	1	1
1577	1	1
1578	2	2
1579	0	0
1581	0	0
1583	0	0
1589	2	2
1590	2	0
1593	1	2
1594	1	1
1596	2	2
1597	1	1
1598	2	2
1600	2	1
1602	1	0
1603	1	1
1605	2	1
1611	0	0
1613	0	1
1616	2	1
1617	2	2
1619	2	2
1620	2	2
1622	2	1
1623	0	2
1624	1	1
1630	2	2
1633	1	1
1634	0	1
1636	1	1
1637	2	1
1638	1	1
1642	2	1
1644	0	0
1645	2	2
1654	0	0
1656	2	2
1658	2	2
1662	1	1
1664	2	2
1665	1	1
1666	2	2
1667	2	2
1672	1	1
1674	1	1
1678	0	0
1679	1	1
1681	0	0
1683	2	2
1684	0	0
1685	2	1
1686	2	2
1688	2	1
1689	2	2
1692	2	1
1693	1	2
1695	2	1
1696	2	2
1698	1	1
1699	1	1
1701	1	1
1704	2	0
1709	1	1
1710	1	1
1713	0	0
1717	2	2
1718	0	0
1720	0	0
1722	2	2
1725	2	2
1726	0	0
1727	2	1
1728	1	1
1730	1	1
1731	1	1
1732	1	1
1734	2	2
1735	0	0
1737	0	0
1738	1	1
1739	1	1
1740	1	1
1742	1	1
1743	2	2
1744	0	0
1745	2	1
1746	1	2
1748	2	1
1749	2	1
1750	2	2
1752	2	1
1758	0	0
1760	0	1
1761	1	2
1762	1	1
1763	0	1
1764	2	1
1767	2	1
1768	2	2
1769	0	0
1770	2	1
1774	1	1
1775	1	1
1778	2	2
1779	2	1
1785	1	1
1786	1	2
1788	1	2
1790	0	0
1793	0	0
1794	1	1
1795	1	1
1796	0	0
1797	1	1
1799	0	1
1800	1	1
1801	2	2
1802	2	2
1803	0	0
1804	1	2
1805	0	0
1806	0	1
1810	1	1
1813	2	2
1816	2	2
1817	0	0
1819	1	1
1821	1	1
1824	1	1
1826	2	2
1827	2	1
1828	1	1
1831	2	1
1833	1	1
1834	1	1
1835	1	1
1836	1	1
1837	1	1
1838	1	1
1843	0	0
1845	1	1
1848	1	1
1850	2	2
1855	1	1
1856	2	1
1857	0	0
1858	2	1
1859	2	2
1860	0	0
1862	2	2
1863	0	0
1864	2	1
1865	2	2
1867	2	1
1868	2	2
1870	2	2
1871	2	2
1872	2	2
1875	2	2
1880	2	1
1883	1	1
1885	2	2
1889	1	0
1890	2	1
1891	1	1
1893	1	1
1895	0	0
1896	1	1
1899	1	1
1901	0	0
1902	2	1
1903	1	1
1905	1	1
1906	1	1
1911	1	1
1913	0	0
1914	2	1
1915	1	1
1916	1	1
1917	1	1
1920	1	1
1922	2	2
1923	1	0
1924	1	1
1925	2	2
1926	0	0
1928	1	1
1929	1	1
1930	1	1
1931	1	1
1932	1	1
1933	1	1
1937	2	2
1938	2	1
1941	1	1
1945	0	0
1947	2	1
1950	1	1
1951	1	1
1953	2	2
1956	2	2
1957	2	1
1958	1	1
1959	1	1
1960	1	1
1962	1	1
1965	0	0
1966	1	1
1968	0	0
1971	0	1
1973	2	2
1976	2	2
1977	2	2
1979	1	1
1980	2	2
1982	1	1
1983	1	1
1985	1	1
1986	1	1
1990	1	1
1995	1	1
1997	1	1
1998	1	1
2002	2	2
2003	2	1
2010	1	1
2013	1	1
2017	2	2
2021	1	1
2022	1	1
2026	1	1
2028	2	1
2031	0	0
2032	0	1
2033	1	1
2034	0	1
2036	2	2
2039	2	1
2042	2	1
2043	2	2
2044	0	0
2046	1	1
2048	1	1
2050	1	1
2053	2	2
2054	2	1
2057	0	0
2060	2	2
2062	2	1
2063	2	2
2065	0	0
2069	1	1
2071	1	1
2074	1	1
2077	1	1
2083	1	1
2085	2	1
2093	2	2
2095	1	1
2099	1	1
2101	2	2
2106	2	1
2108	1	1
2110	1	1
2111	1	1
2114	1	1
2116	1	1
2120	2	1
2126	1	1
2127	2	2
2128	0	0
2129	2	2
2131	2	1
2133	1	1
2134	0	1
2135	2	1
2137	0	0
2138	2	1
2140	0	0
2142	1	1
2143	1	1
2147	1	1
2149	2	2
2151	2	1
2152	2	2
2154	2	2
2155	1	1
2156	1	1
2158	2	1
2159	1	1
2160	1	1
2161	1	1
2168	2	2
2169	2	1
2173	1	1
2174	2	2
2177	1	1
2178	2	2
2182	1	2
2185	0	0
2186	2	2
2187	0	0
2189	1	1
2190	1	2
2191	2	2
2193	2	1
2194	2	2
2197	1	1
2200	1	1
2201	1	1
2204	1	1
2206	1	1
2209	1	1
2211	1	2
2214	1	2
2216	1	1
2219	0	0
2220	2	2
2223	1	1
2224	2	1
2225	2	2
2227	0	0
2230	2	2
2237	2	2
2241	1	1
2244	1	1
2245	1	1
2246	2	2
2248	2	2
2249	0	0
2254	2	2
2255	2	2
2256	2	1
2257	2	2
2258	0	0
2262	1	1
2265	0	0
2267	0	0
2268	2	1
2269	0	1
2270	2	1
2271	0	1
2273	2	2
2276	2	1
2278	1	1
2279	1	1
2280	1	1
2283	0	0
2285	0	0
2290	2	2
2292	0	0
2293	2	1
2294	1	1
2295	2	1
2296	1	1
2298	0	1
2300	2	2
2301	1	1
2306	2	1
2312	2	2
2313	0	0
2320	1	1
2321	2	1
2323	1	1
2324	2	1
2325	2	2
2326	0	0
2328	2	2
2331	2	2
2335	2	2
2336	0	0
2337	2	2
2342	1	1
2343	2	2
2345	2	2
2346	2	2
2347	1	1
2349	2	2
2353	1	2
2354	1	1
2355	1	1
2356	1	1
2357	2	2
2361	0	0
2367	1	2
2370	2	2
2371	0	0
2372	2	2
2373	0	1
2376	2	2
2378	1	1
2379	2	2
2380	0	0
2382	0	1
2384	1	1
2387	2	1
2389	2	2
2390	0	0
2393	2	1
2394	2	1
2395	1	1
2396	2	2
2398	0	0
2399	2	2
2403	2	2
2406	2	2
2408	2	2
2411	1	1
2412	1	1
2416	0	0
2417	2	2
2418	2	2
2419	0	0
2420	1	2
2421	1	1
2424	2	1
2425	1	2
2427	1	1
2428	2	2
2432	1	1
2433	1	1
2434	2	2
2435	2	2
2437	2	2
2439	0	0
2442	2	2
2443	1	1
2444	2	1
2446	2	2
2448	2	1
2449	1	2
2451	2	1
2452	1	2
2453	1	1
2454	1	1
2460	2	1
2461	2	2
2462	0	0
2463	2	2
2464	0	1
2468	2	2
2469	1	1
2470	2	2
2471	1	1
2473	1	1
2475	1	1
2477	2	2
2478	1	1
2479	2	2
2480	0	0
2481	2	1
2482	1	1
2483	1	1
2484	1	1
2487	1	1
2489	1	0
2490	1	1
2492	1	1
2493	1	1
2498	2	2
2501	1	1
2502	1	1
2503	1	1
2504	1	1
2507	0	0
2511	2	2
2512	0	1
2513	2	2
2516	2	2
2517	2	2
2519	2	2
2520	0	0
2522	2	1
2523	0	1
2524	2	1
2526	1	0
2528	2	2
2531	2	1
2532	2	2
2533	1	1
2534	2	2
2536	2	2
2537	2	2
2541	2	1
2542	0	1
2546	2	2
2547	0	0
2548	2	2
2550	2	2
2552	2	2
2556	1	1
2558	2	1
2559	2	2
2560	1	1
2562	1	1
2563	2	2
2564	2	2
2565	0	0
2567	1	1
2568	1	1
2570	1	1
2571	1	1
2573	2	2
2575	2	2
2576	0	0
2580	0	1
2581	2	2
2584	2	2
2585	0	0
2586	2	2
2587	0	0
2595	2	2
2598	2	1
2600	2	1
2603	0	0
2605	0	0
2607	1	2
2609	1	1
2610	1	2
2611	0	0
2612	1	2
2613	2	2
2614	0	0
2616	1	1
2617	2	2
2618	1	1
2620	0	0
2621	2	2
2624	2	1
2629	2	2
2631	2	2
2633	2	2
2635	2	2
2639	1	1
2641	2	2
2642	1	1
2644	2	2
2645	0	0
2646	2	2
2647	0	0
2648	1	1
2649	1	1
2652	1	1
2653	2	2
2658	1	1
2659	1	1
2661	1	1
2663	1	1
2665	2	1
2667	2	1
2669	1	1
2671	1	1
2674	2	1
2676	2	1
2677	1	1
2681	2	2
2683	2	2
2685	0	0
2686	2	2
2690	2	1
2693	2	2
2694	1	1
2695	2	2
2697	2	2
2698	0	1
2699	2	2
2700	1	1
2706	2	2
2717	1	1
2719	1	1
2723	0	0
2725	1	1
2727	1	1
2729	1	1
2732	1	1
2733	2	2
2736	0	0
2737	1	1
2740	1	1
2742	2	2
2743	0	0
2745	1	1
2746	2	2
2747	1	1
2749	0	0
2750	2	2
2753	2	2
2759	1	2
2760	2	2
2762	2	2
2767	1	1
2769	2	2
2771	2	1
2773	1	1
2780	2	2
2781	1	1
2782	2	2
2785	0	0
2786	2	2
2790	0	0
2793	2	2
2794	0	0
2796	0	1
2798	2	2
2801	0	0
2804	1	1
2805	1	1
2806	1	1
2808	1	1
2810	1	1
2814	1	1
2816	2	2
2819	2	2
2820	2	1
2823	1	1
2824	1	1
2825	1	1
2826	1	1
2830	0	0
2831	1	2
2832	1	1
2833	1	2
2834	0	1
2835	1	2
2836	2	2
2840	2	2
2841	1	1
2843	0	0
2846	0	0
2847	2	2
2848	0	0
2849	2	1
2852	0	1
2855	0	0
2858	2	2
2859	1	1
2866	2	1
2869	2	1
2871	1	2
2872	2	2
2873	0	0
2876	2	2
2877	0	0
2878	2	2
2880	2	2
2882	1	1
2884	0	0
2885	2	2
2887	2	2
2888	1	1
2889	2	2
2892	2	2
2893	0	0
2895	0	0
2897	1	1
2901	2	2
2902	1	1
2904	1	1
2906	1	1
2912	2	2
2914	2	1
2921	1	1
2922	0	1
2923	2	1
2925	1	1
2928	2	2
2929	0	0
2931	1	1
2934	1	1
2940	1	2
2942	1	1
2944	1	1
2946	2	2
2947	2	0
2948	1	2
2949	0	0
2950	2	2
2953	1	0
2954	2	2
2962	0	0
2963	2	2
2973	2	1
2975	2	2
2978	1	2
2979	0	0
2982	2	2
2985	2	1
2986	2	2
2987	0	0
2990	1	1
2991	1	1
2993	0	1
2999	1	1
3000	1	1
3001	1	1
3003	1	1
3004	2	2
3006	2	2
3008	2	1
3009	1	1
3011	2	2
3012	1	2
3013	1	1
3017	2	2
3020	1	1
3021	1	1
3023	1	1
3025	2	1
3026	2	2
3028	1	1
3029	0	0
3030	1	1
3032	1	1
3034	0	0
3035	2	2
3037	2	2
3040	0	0
3044	2	2
3045	2	0
3048	2	1
3051	1	2
3052	0	0
3053	2	2
3055	1	2
3056	1	1
3057	2	2
3058	0	0
3060	2	2
3063	2	2
3064	0	0
3066	0	0
3067	2	2
3070	2	2
3074	2	1
3075	2	2
3076	2	1
3077	2	2
3078	0	0
3080	2	2
3082	2	2
3083	0	0
3084	1	1
3086	2	1
3087	1	1
3088	2	1
3089	2	2
3090	0	0
3093	1	1
3095	1	1
3096	1	1
3099	0	0
3101	2	2
3103	2	2
3104	1	1
3106	0	0
3108	2	2
3109	2	2
3112	1	0
3113	2	2
3115	2	2
3116	0	0
3117	2	2
3118	2	2
3119	1	0
3120	2	2
3124	1	1
3125	2	1
3127	2	2
3128	1	1
3131	1	1
3133	1	1
3135	1	1
3136	2	2
3137	0	0
3138	2	1
3139	2	2
3141	1	1
3142	1	1
3144	0	1
3145	1	1
3146	1	1
3147	2	2
3148	1	1
3149	2	2
3151	1	1
3152	1	1
3154	1	1
3155	1	2
3159	0	0
3160	2	1
3163	2	1
3167	2	2
3168	1	1
3169	2	2
3171	2	2
3172	0	1
3173	2	1
3175	2	2
3176	2	2
3177	1	1
3178	2	2
3179	0	0
3180	2	2
3183	1	1
3184	2	2
3185	2	2
3189	1	1
3190	1	1
3191	1	1
3193	1	1
3194	2	2
3195	0	0
3196	2	2
3197	0	0
3198	2	2
3199	0	0
3204	2	1
3205	2	2
3206	0	0
3207	1	2
3209	2	2
3210	1	1
3211	2	2
3212	2	2
3215	0	0
3216	1	2
3219	1	1
3220	2	2
3225	1	1
3226	1	1
3229	1	1
3231	0	0
3233	2	0
3234	2	1
3235	2	1
3236	1	1
3237	1	1
3239	2	2
3240	0	0
3241	2	2
3244	1	1
3245	2	2
3246	1	1
3247	2	2
3249	1	1
3251	1	1
3259	2	2
3263	2	2
3266	2	2
3267	0	1
3268	2	2
3269	0	0
3270	2	2
3276	1	1
3279	1	1
3282	1	1
3284	2	1
3289	2	1
3290	2	1
3293	1	1
3295	2	2
3296	1	1
3297	2	2
3300	2	1
3301	0	0
3302	2	2
3305	2	2
3306	2	2
3307	1	0
3308	2	2
3309	0	0
3310	2	2
3312	1	1
3315	2	2
3317	2	2
3318	0	0
3320	2	2
3323	1	2
3326	2	2
3328	2	2
3331	1	1
3333	1	1
3334	1	1
3335	2	2
3337	2	2
3341	0	1
3343	1	1
3348	2	2
3350	2	2
3352	1	1
3354	2	2
3355	2	2
3360	1	1
3365	0	0
3377	0	0
3379	1	1
3380	1	1
3381	1	1
3383	1	1
3387	0	0
3388	1	2
3390	2	2
3391	0	0
3392	2	2
3393	2	2
3394	0	0
3399	1	1
3401	1	1
3402	2	2
3403	2	1
3404	2	2
3406	2	2
3408	2	2
3409	1	1
3410	2	2
3415	1	0
3417	1	1
3419	1	1
3421	1	1
3423	0	0
3430	1	1
3431	1	1
3434	1	0
3439	2	2
3441	1	2
3442	2	2
3445	2	1
3446	2	1
3447	1	1
3449	2	2
3450	1	1
3455	2	1
3456	0	1
3457	2	1
3458	0	1
3463	1	0
3464	2	2
3466	2	2
3469	2	2
3470	1	1
3473	2	1
3474	1	1
3475	1	1
3476	1	1
3477	1	1
3478	1	1
3481	0	0
3482	1	1
3483	2	2
3489	2	1
3490	0	1
3493	2	2
3497	2	1
3498	2	1
3499	1	1
3502	0	0
3506	2	2
3509	0	0
3513	2	2
3515	2	2
3519	1	1
3520	1	1
3521	1	1
3522	2	2
3523	0	0
3524	2	2
3525	0	0
3526	2	1
3527	2	2
3531	0	0
3532	2	2
3535	2	1
3540	1	1
3545	1	1
3550	1	1
3551	1	1
3553	2	2
3555	2	2
3557	1	1
3558	2	2
3559	1	1
3560	1	1
3562	0	0
3563	2	2
3564	2	2
3570	0	0
3573	2	1
3575	2	2
3578	0	0
3581	1	1
3583	1	1
3585	0	0
3587	1	1
3588	2	2
3590	2	2
3591	0	0
3593	2	2
3594	1	1
3595	2	2
3596	0	0
3597	2	1
3599	0	1
3600	2	2
3601	2	2
3604	2	2
3605	2	1
3606	1	2
3608	1	1
3609	1	1
3610	1	1
3612	1	1
3613	1	1
3615	2	2
3616	0	0
3617	2	2
3619	2	2
3621	2	2
3622	0	1
3628	2	1
3631	1	1
3632	2	2
3634	2	1
3636	0	0
3637	2	2
3641	1	2
3642	1	1
3644	2	2
3645	1	1
3648	0	0
3652	1	1
3654	1	1
3655	1	1
3656	1	1
3659	2	2
3660	1	1
3662	1	1
3663	1	1
3664	1	1
3665	1	1
3667	1	1
3671	1	1
3674	1	1
3675	1	1
3676	1	1
3677	2	2
3678	1	1
3679	2	2
3681	1	2
3683	1	1
3688	2	2
3698	2	2
3700	2	1
3704	2	0
3706	2	1
3714	1	1
3715	2	1
3716	2	2
3717	0	0
3722	0	0
3723	2	1
3724	0	1
3726	0	0
3729	2	1
3730	2	1
3731	2	2
3732	1	1
3734	1	1
3735	1	1
3738	1	1
3741	2	2
3744	0	0
3745	1	1
3749	1	1
3754	2	2
3757	0	0
3760	0	0
3763	2	2
3764	1	1
3768	2	2
3769	2	1
3771	0	0
3772	2	2
3773	0	0
3775	1	1
3778	1	1
3782	1	1
3786	1	1
3787	1	1
3791	1	1
3792	2	2
3793	0	0
3794	2	1
3796	0	1
3798	2	2
3802	0	0
3806	2	2
3808	1	1
3810	1	1
3811	1	1
3813	0	0
3815	2	2
3816	0	0
3817	2	2
3818	0	1
3819	2	2
3822	2	2
3824	1	1
3829	2	2
3830	1	1
3832	2	2
3833	0	0
3835	0	0
3837	2	2
3841	0	0
3842	2	2
3843	2	2
3848	2	1
3849	0	0
3850	2	2
3851	1	1
3854	2	2
3858	2	1
3859	1	1
3863	1	1
3865	2	2
3867	2	2
3875	1	2
3876	2	2
3877	1	1
3878	2	2
3879	0	0
3881	0	0
3888	1	1
3889	1	1
3890	1	1
3891	1	1
3894	2	2
3896	1	2
3900	1	1
3902	1	1
3906	1	0
3907	2	2
3911	2	2
3913	0	0
3916	1	1
3918	1	2
3919	0	0
3923	1	1
3925	1	1
3926	2	1
3927	1	1
3928	1	1
3931	1	1
3932	1	1
3933	1	1
3937	1	1
3944	0	0
3945	2	2
3946	0	0
3950	0	0
3952	2	2
3953	2	1
3954	2	2
3959	1	1
3960	1	2
3962	1	2
3963	2	2
3964	1	1
3965	2	2
3966	0	0
3967	1	1
3968	0	1
3969	1	1
3971	1	1
3974	2	2
3975	2	1
3977	2	1
3978	2	1
3979	0	0
3981	2	2
3983	2	2
3988	1	1
3991	0	0
3997	1	1
4000	1	1
4003	1	1
4005	0	0
4008	2	2
4009	2	1
4010	2	1
4016	1	0
4018	2	2
4019	1	1
4022	0	0
4023	1	1
4024	2	2
4025	2	2
4026	2	1
4027	2	2
4029	2	1
4030	2	1
4032	1	1
4035	2	1
4039	2	1
4042	1	1
4044	1	1
4048	0	0
4051	2	2
4052	1	1
4053	2	2
4055	0	0
4057	0	0
4059	1	1
4064	1	0
4070	1	1
4073	1	1
4075	2	1
4077	0	0
4078	2	1
4080	0	0
4081	2	1
4082	2	2
4089	0	0
4091	2	1
4092	1	0
4093	1	1
4095	0	1
4096	2	1
4097	2	2
4098	2	2
4099	2	1
4101	0	0
4103	1	1
4104	1	1
4106	1	1
4107	2	2
4110	0	0
4111	2	2
4116	2	2
4121	1	1
4122	1	1
4124	1	1
4128	0	0
4129	1	1
4130	1	1
4131	1	1
4138	2	2
4139	0	0
4143	1	1
4144	1	1
4150	0	2
4151	1	1
4153	1	1
4158	1	1
4159	0	1
4160	2	1
4161	0	1
4166	2	1
4167	1	1
4169	2	1
4170	1	1
4171	2	1
4172	2	2
4175	0	0
4177	0	1
4180	2	2
4182	0	0
4184	0	0
4186	2	1
4188	1	1
4189	1	1
4190	0	1
4192	2	2
4198	1	1
4200	1	1
